id_siniestro,id_poliza,id_asegurado,id_proveedor,id_vehiculo,placa,ramo,cobertura,fecha_ocurrencia,fecha_reporte,dias_entre_ocurrencia_reporte,dias_desde_inicio_poliza,dias_desde_fin_poliza,monto_reclamado,monto_estimado,monto_pagado,suma_asegurada_poliza,estado,sucursal,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,siniestros_vehiculo_18m,proveedor_lista_restrictiva,score_riesgo,semaforo,señales_activadas,num_señales,etiqueta_fraude_simulada
SIN-0107,POL-0073,ASE-0069,PRV-0020,VEH-0102,YBC-8734,Vehículos,Pérdida Total,2025-03-17,2025-03-20,3,480,-115,10029.7,10886.52,10886.52,22005.45,Pago Total,Quito,Accidente de tránsito en la vía Av. Naciones Unidas con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,No,Sí,1,0,No,44,Amarillo,Demora denuncia robo >48h | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,3,1
SIN-0108,POL-0235,ASE-0207,PRV-0004,,,Hogar,Terremoto,2025-04-14,2025-04-16,2,1552,-1187,6885.43,6277.22,0.0,10528.32,Reserva,Cuenca,Colisión frontal en la vía Calle Gran Colombia cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0109,POL-0224,ASE-0125,PRV-0032,,,Generales,Responsabilidad Civil,2023-10-30,2023-10-30,0,30,337,16000.35,15991.44,15991.44,17610.21,Pago Total,Quito,Colisión del asegurado contra un vehículo de servicio público en Av. Eloy Alfaro. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,1,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0110,POL-0097,ASE-0180,PRV-0014,,,Vida,Invalidez Parcial,2023-02-06,2023-02-07,1,788,-423,6749.48,6531.2,0.0,8958.99,Reserva,Quito,Siniestro ocurrido en la autopista Av. Patria. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,0,No,11,Verde,Ninguna,0,0
SIN-0111,POL-0119,ASE-0033,PRV-0034,VEH-0360,USU-8051,Vehículos,Volcadura,2024-10-18,2024-10-18,0,328,37,12992.06,10436.32,4259.87,44784.04,Pago Parcial,Santo Domingo,El vehículo perdió el control en la vía Redondel Central y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 03:10 según el reporte policial.,No,Sí,0,0,No,49,Amarillo,Proveedor con historial de casos observados | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | ⚠️ Documentos inconsistentes detectados,4,1
SIN-0112,POL-0264,ASE-0029,PRV-0055,VEH-0332,LAG-8696,Vehículos,Responsabilidad Civil,2023-04-15,2023-04-15,0,870,-505,16695.25,13868.52,13868.52,30218.68,Pago Total,Manta,El vehículo asegurado impactó a un peatón en Redondel Central causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,1,1,No,11,Verde,Ninguna,0,0
SIN-0113,POL-0100,ASE-0145,PRV-0018,,,Hogar,Responsabilidad Civil,2024-02-12,2024-02-14,2,1310,-945,7885.84,8348.57,5166.3,22349.39,Pago Parcial,Portoviejo,Colisión del asegurado contra un vehículo de servicio público en Av. 24 de Mayo. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,1,0,No,83,Rojo,Ninguna,0,1
SIN-0114,POL-0221,ASE-0214,PRV-0020,VEH-0153,XFY-8025,Vehículos,Choque,2023-03-07,2023-03-09,2,-140,505,6144.07,6640.9,0.0,41194.94,Cierre Sin Consecuencia,Machala,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Principal.,No,No,1,1,No,56,Amarillo,Documentos incompletos,1,0
SIN-0115,POL-0259,ASE-0057,PRV-0033,,,Vehículos,Robo,2022-08-28,2022-09-04,7,7,228,9344.34,8467.37,0.0,9979.5,Liquidado,Guayaquil,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Av. Narcisa de Jesús. Se realizó la denuncia en la UPC del sector.,No,No,3,0,Sí,99,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (3 siniestros) | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (7 días) | Monto cercano a suma asegurada (>93%),7,1
SIN-0116,POL-0297,ASE-0078,PRV-0053,VEH-0314,UGE-6910,Vehículos,Volcadura,2023-05-06,2023-05-08,2,746,-381,7642.77,7286.9,0.0,31531.43,Cierre Sin Consecuencia,Guayaquil,Volcadura del vehículo asegurado en la curva de Av. Carlos Julio Arosemena. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,0,0,No,7,Verde,Dinámica de accidente sospechosa (Volcadura),1,0
SIN-0117,POL-0270,ASE-0019,PRV-0010,VEH-0309,EAV-7825,Vehículos,Pérdida Total,2023-12-16,2023-12-16,0,30,541,39319.0,35098.89,0.0,27417.2,Reserva,Quito,El vehículo sufrió daños de consideración al precipitarse en la vía Av. Naciones Unidas. El informe del perito establece que los costos de reparación superan el valor comercial del vehículo.,Sí,No,0,0,Sí,25,Verde,Reclamo entre 11-30 días de póliza | ⚠️ Proveedor en Lista Restrictiva,2,0
SIN-0118,POL-0158,ASE-0231,PRV-0032,,,Vida,Enfermedades Graves,2023-06-19,2023-06-20,1,30,401,28101.76,25584.61,0.0,13387.59,Liquidado,Guayaquil,Siniestro ocurrido en la autopista Av. del Bombero. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,No,No,0,0,No,20,Verde,Reclamo entre 11-30 días de póliza | Documentos incompletos,2,0
SIN-0119,POL-0084,ASE-0002,PRV-0009,VEH-0368,YNN-6265,Vehículos,Robo Parcial,2025-01-26,2025-01-27,1,548,-183,1822.76,1864.42,0.0,35572.22,Cierre Sin Consecuencia,Latacunga,Impacto posterior en el sector de Vía Principal durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,0,1,No,5,Verde,Demora denuncia robo 24-48h,1,0
SIN-0120,POL-0122,ASE-0212,PRV-0017,VEH-0203,PZC-0738,Vehículos,Pérdida Total,2025-03-29,2025-03-30,1,1797,-1432,20906.2,18068.24,8846.61,40999.09,Pago Parcial,Guayaquil,Accidente de tránsito en la vía Av. 9 de Octubre con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,Sí,No,1,2,No,9,Verde,Demora denuncia robo 24-48h | 2 siniestros del mismo vehículo,2,0
SIN-0121,POL-0059,ASE-0173,PRV-0048,VEH-0004,JVS-9167,Vehículos,Robo Parcial,2024-12-28,2024-12-28,0,1074,-709,2167.78,1929.21,1929.21,30756.53,Pago Total,Cuenca,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. de Las Américas. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,3,0,No,49,Amarillo,Alta frecuencia reclamos asegurado (3 siniestros),1,1
SIN-0122,POL-0119,ASE-0033,PRV-0030,,,Salud,Maternidad,2023-11-14,2023-11-16,2,30,376,2268.94,1965.71,0.0,44784.04,Cierre Sin Consecuencia,Quito,Impacto posterior en el sector de Av. Eloy Alfaro durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,0,No,5,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0123,POL-0036,ASE-0059,PRV-0044,,,Salud,Maternidad,2024-11-14,2024-11-14,0,996,-631,840.42,861.2,0.0,41845.49,Reserva,Machala,Siniestro ocurrido en la autopista Av. 24 de Mayo. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,No,No,5,0,No,58,Amarillo,Alta frecuencia reclamos asegurado (5 siniestros) | Documentos incompletos,2,0
SIN-0124,POL-0177,ASE-0115,PRV-0009,,,Hogar,Incendio,2023-02-09,2023-02-09,0,946,-581,19377.19,18296.64,18296.64,37065.26,Pago Total,Quito,Se reporta incendio en la cocina del inmueble asegurado. El siniestro se originó por un cortocircuito eléctrico según informe del Cuerpo de Bomberos del Cantón Quito.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0125,POL-0207,ASE-0052,PRV-0057,,,Hogar,Terremoto,2025-03-25,2025-03-27,2,1130,-765,8879.85,8688.97,0.0,9620.12,Negativa,Quito,Siniestro ocurrido en la autopista Av. Occidental. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,No,No,0,0,No,48,Amarillo,Documentos incompletos,1,0
SIN-0126,POL-0238,ASE-0170,PRV-0026,,,Vehículos,Volcadura,2024-02-19,2024-03-10,20,1327,-962,16881.5,14425.64,14425.64,10986.85,Pago Total,Cuenca,El vehículo perdió el control en la vía Calle Gran Colombia y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 09:12 según el reporte policial.,No,No,1,2,No,83,Rojo,2 siniestros del mismo vehículo | Documentos incompletos | Dinámica de accidente sospechosa (Volcadura) | Reporte tardío (20 días),4,1
SIN-0127,POL-0040,ASE-0094,PRV-0036,VEH-0279,SET-5071,Vehículos,Daño Parcial,2024-02-20,2024-02-20,0,698,-333,3369.0,3147.82,1983.51,11378.23,Pago Parcial,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. Shyris. El conductor del vehículo causante se dio a la fuga sin identificarse.,No,No,0,2,No,26,Verde,2 siniestros del mismo vehículo | Documentos incompletos,2,0
SIN-0128,POL-0052,ASE-0003,PRV-0011,VEH-0379,NMC-4835,Vehículos,Responsabilidad Civil,2020-12-15,2020-12-15,0,26,-1054,11427.06,9475.26,0.0,39397.26,Liquidado,Ambato,Colisión del asegurado contra un vehículo de servicio público en Av. 12 de Noviembre. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,2,3,No,56,Amarillo,Reclamo entre 11-30 días de póliza | 2 siniestros previos del asegurado | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros,4,0
SIN-0129,POL-0230,ASE-0146,PRV-0045,,,Salud,Atención Médica,2024-10-04,2024-10-04,0,1590,-1225,356.47,315.43,152.12,36971.29,Anticipo,Guayaquil,Paciente ingresa a consulta por cuadro de cálculos renales. Se realiza evaluación completa y se indica tratamiento farmacológico por 15 días con control posterior.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0130,POL-0207,ASE-0052,PRV-0046,,,Vida,Enfermedades Graves,2022-03-13,2022-03-15,2,22,-389,27683.59,28455.95,9488.59,9620.12,Pago Parcial,Quito,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. República. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,0,0,No,48,Amarillo,Reclamo entre 11-30 días de póliza,1,0
SIN-0131,POL-0229,ASE-0188,PRV-0001,VEH-0147,VJA-1089,Vehículos,Robo,2025-02-15,2025-02-16,1,1306,-941,14064.0,11324.83,11324.83,24768.85,Pago Total,Quito,Sustracción del vehículo en el interior de un centro comercial de Av. Occidental. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,Sí,No,1,0,No,5,Verde,Demora denuncia robo 24-48h,1,0
SIN-0132,POL-0278,ASE-0240,PRV-0041,VEH-0329,YJS-4721,Vehículos,Robo Parcial,2024-06-07,2024-06-07,0,1067,-702,4022.4,3663.77,3663.77,8990.36,Pago Total,Cuenca,Colisión frontal en la vía Av. Huayna Cápac cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,No,No,2,0,No,48,Amarillo,2 siniestros previos del asegurado | Documentos incompletos,2,0
SIN-0133,POL-0026,ASE-0052,PRV-0021,,,Vida,Invalidez Total,2024-09-07,2024-09-07,0,63,302,14984.03,14457.11,14457.11,17434.19,Pago Total,Guayaquil,Colisión frontal en la vía Av. 9 de Octubre cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,No,No,0,0,No,48,Amarillo,Documentos incompletos,1,1
SIN-0134,POL-0201,ASE-0155,PRV-0033,,,Vehículos,Robo,2023-06-04,2023-06-11,7,5,-269,30893.23,29927.22,29927.22,25687.57,Pago Total,Cuenca,Sustracción del vehículo en el interior de un centro comercial de Calle Gran Colombia. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,No,No,2,0,Sí,100,Rojo,Reclamo primeros 10 días de póliza | Demora denuncia robo >48h | 2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva | Documentos incompletos | Reporte con demora moderada (7 días),6,1
SIN-0135,POL-0029,ASE-0176,PRV-0037,,,Hogar,Daño por Agua,2024-07-15,2024-07-15,0,1282,-917,1381.03,1296.73,0.0,16184.87,Negativa,Cuenca,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Av. de Las Américas. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0136,POL-0210,ASE-0247,PRV-0017,,,Vida,Fallecimiento,2025-04-08,2025-04-09,1,1550,-1185,24114.26,22602.72,22602.72,22652.17,Pago Total,Manta,Impacto posterior en el sector de Redondel Central durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,1,0,No,0,Verde,Ninguna,0,0
SIN-0137,POL-0082,ASE-0025,PRV-0019,VEH-0376,TEB-2180,Vehículos,Volcadura,2023-12-19,2023-12-22,3,1306,-941,5357.81,5782.28,0.0,5609.33,Reserva,Quito,Volcadura del vehículo asegurado en la curva de Av. 6 de Diciembre. El conductor señala que existía exceso de velocidad combinado con lluvia intensa en ese momento. No hay cámaras en el sector.,Sí,No,2,1,No,56,Amarillo,2 siniestros previos del asegurado | Dinámica de accidente sospechosa (Volcadura),2,1
SIN-0138,POL-0133,ASE-0107,PRV-0045,VEH-0358,MEJ-8080,Vehículos,Volcadura,2023-12-10,2023-12-15,5,-284,649,4629.24,4798.11,0.0,43788.5,Reserva,Cuenca,El vehículo perdió el control en la vía Av. Huayna Cápac y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 13:30 según el reporte policial.,Sí,No,1,1,No,42,Amarillo,Dinámica de accidente sospechosa (Volcadura) | Reporte con demora moderada (5 días),2,0
SIN-0139,POL-0246,ASE-0240,PRV-0013,VEH-0228,WYM-3061,Vehículos,Pérdida Total,2024-11-18,2024-11-19,1,1358,-993,40220.44,33103.32,33103.32,42628.18,Pago Total,Guayaquil,Accidente de tránsito en la vía Av. Juan Tanca Marengo con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,Sí,No,1,3,No,36,Verde,Demora denuncia robo 24-48h | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros,3,0
SIN-0140,POL-0198,ASE-0248,PRV-0043,VEH-0104,NLJ-1658,Vehículos,Robo Parcial,2024-08-26,2024-08-28,2,439,-74,4881.0,5077.18,1872.07,19089.96,Pago Parcial,Quito,Colisión frontal en la vía Av. Naciones Unidas cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,1,No,19,Verde,Demora denuncia robo 24-48h,1,0
SIN-0141,POL-0267,ASE-0086,PRV-0003,VEH-0065,FWE-1788,Vehículos,Robo,2023-10-18,2023-10-20,2,134,231,37594.45,32101.32,32101.32,20738.84,Pago Total,Manta,Sustracción del vehículo en el interior de un centro comercial de Vía Principal. Las cámaras del lugar presentaban fallas técnicas según indicó el personal de seguridad.,Sí,No,0,4,No,10,Verde,Demora denuncia robo 24-48h | Alta frecuencia conductor en vehículo (4 siniestros) | Vehículo con múltiples siniestros,3,0
SIN-0142,POL-0091,ASE-0043,PRV-0015,VEH-0014,SLD-6987,Vehículos,Robo Parcial,2022-04-15,2022-04-15,0,26,-244,3998.26,3928.25,0.0,6857.05,Reserva,Babahoyo,Impacto posterior en el sector de Av. Principal durante hora pico. El conductor responsable presentó documentos y se llegó a un acuerdo inicial antes del reporte a la aseguradora.,Sí,No,2,0,No,42,Amarillo,Reclamo entre 11-30 días de póliza | 2 siniestros previos del asegurado,2,0
SIN-0143,POL-0125,ASE-0006,PRV-0006,VEH-0013,GZN-4984,Vehículos,Robo Parcial,2023-04-05,2023-04-05,0,30,509,1492.46,1427.98,0.0,14799.76,Reserva,Quito,Siniestro ocurrido en la autopista Calle Colón. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,0,2,No,9,Verde,Reclamo entre 11-30 días de póliza | 2 siniestros del mismo vehículo,2,0
SIN-0144,POL-0151,ASE-0094,PRV-0026,VEH-0215,CYB-3682,Vehículos,Responsabilidad Civil,2023-05-17,2023-05-19,2,-133,498,10051.81,10041.77,3429.28,7016.11,Pago Parcial,Cuenca,Colisión del asegurado contra un vehículo de servicio público en Av. Solano. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,No,Sí,5,3,No,41,Amarillo,Alta frecuencia reclamos asegurado (5 siniestros) | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Documentos incompletos | ⚠️ Documentos inconsistentes detectados,5,0
SIN-0145,POL-0067,ASE-0195,PRV-0034,,,Vida,Invalidez Total,2024-04-08,2024-04-11,3,23,183,25540.29,23653.21,0.0,14745.24,Reserva,Portoviejo,Colisión frontal en la vía Calle Central cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,1,0,No,41,Amarillo,Reclamo entre 11-30 días de póliza | Proveedor con historial de casos observados,2,0
SIN-0146,POL-0249,ASE-0173,PRV-0037,VEH-0391,LUP-9946,Vehículos,Daño Parcial,2025-02-28,2025-03-01,1,401,-36,3545.22,3193.58,1877.17,36425.51,Pago Parcial,Portoviejo,Siniestro ocurrido en la autopista Calle Central. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0147,POL-0119,ASE-0033,PRV-0060,,,Hogar,Responsabilidad Civil,2023-12-15,2023-12-17,2,30,345,1963.75,2037.24,0.0,44784.04,Cierre Sin Consecuencia,Cuenca,El vehículo asegurado impactó a un peatón en Av. Solano causando lesiones de consideración. Se levantó el parte policial y se trasladó al afectado al centro médico más cercano.,Sí,No,1,0,No,16,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0148,POL-0067,ASE-0195,PRV-0017,,,Salud,Emergencia,2023-09-29,2023-10-01,2,30,534,610.52,556.9,0.0,14745.24,Liquidado,Loja,Colisión frontal en la vía Av. 24 de Mayo cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,13,Verde,Reclamo entre 11-30 días de póliza,1,0
SIN-0149,POL-0181,ASE-0029,PRV-0010,VEH-0223,SWC-5577,Vehículos,Choque,2024-06-26,2024-06-29,3,620,-255,7994.39,8189.43,8189.43,16147.81,Pago Total,Santo Domingo,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Redondel Central. El conductor del vehículo causante se dio a la fuga sin identificarse.,No,No,0,0,Sí,49,Amarillo,⚠️ Proveedor en Lista Restrictiva | Documentos incompletos,2,0
SIN-0150,POL-0161,ASE-0017,PRV-0035,VEH-0086,NYD-0313,Vehículos,Robo Parcial,2024-01-25,2024-01-25,0,603,-238,3712.06,3698.23,3698.23,13344.87,Pago Total,Latacunga,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Calle Central. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,26,Verde,Ninguna,0,0
SIN-0151,POL-0017,ASE-0211,PRV-0037,,,Salud,Hospitalización,2024-08-01,2024-08-02,1,508,-143,7155.39,7458.56,7458.56,10446.57,Pago Total,Guayaquil,Ingreso hospitalario de emergencia por fractura de tibia severo. Requirió atención en UCI durante las primeras 48 horas. Posteriormente trasladado a sala general con mejoría progresiva.,Sí,No,0,0,No,11,Verde,Ninguna,0,0
SIN-0152,POL-0186,ASE-0016,PRV-0027,VEH-0017,ZFY-5578,Vehículos,Volcadura,2024-08-05,2024-08-06,1,356,9,7566.84,6190.92,0.0,25685.37,Reserva,Loja,El vehículo perdió el control en la vía Av. Principal y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 14:29 según el reporte policial.,Sí,No,1,0,No,76,Rojo,Proveedor con historial de casos observados | Dinámica de accidente sospechosa (Volcadura),2,1
SIN-0153,POL-0019,ASE-0124,PRV-0018,,,Hogar,Incendio,2023-07-12,2023-07-13,1,763,-398,12635.88,10504.74,0.0,41242.04,Cierre Sin Consecuencia,Cuenca,Incendio de proporciones medianas afectó la cocina de la propiedad asegurada. Las llamas fueron controladas por los bomberos de Cuenca luego de 4 horas de trabajo.,Sí,No,1,0,No,0,Verde,Ninguna,0,1
SIN-0154,POL-0174,ASE-0247,PRV-0008,VEH-0073,TNP-3829,Vehículos,Volcadura,2023-05-05,2023-05-07,2,-174,539,5517.41,4703.57,4703.57,41146.68,Pago Total,Quito,Colisión del asegurado contra un vehículo de servicio público en Av. República. El conductor del bus presentó daños en la parte lateral y varios pasajeros reportaron lesiones leves.,Sí,No,2,3,No,49,Amarillo,2 siniestros previos del asegurado | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros | Dinámica de accidente sospechosa (Volcadura) | ⚠️ Narrativa similar a otro reclamo (>85% similitud),5,1
SIN-0155,POL-0132,ASE-0015,PRV-0035,,,Salud,Atención Médica,2022-02-04,2022-02-07,3,14,-725,930.13,991.56,991.56,46527.65,Pago Total,Quito,Paciente ingresa a consulta por cuadro de neumonía bilateral. Se realiza evaluación completa y se indica tratamiento farmacológico por 15 días con control posterior.,Sí,No,5,0,No,45,Amarillo,Reclamo entre 11-30 días de póliza | Alta frecuencia reclamos asegurado (5 siniestros),2,1
SIN-0156,POL-0023,ASE-0220,PRV-0044,,,Salud,Atención Médica,2023-06-26,2023-06-28,2,428,-63,1489.99,1501.68,0.0,13615.34,Reserva,Cuenca,Asegurado acude a emergencias por cálculos renales. Se realizan exámenes de laboratorio e imagen. Se procede con el tratamiento indicado por el especialista.,Sí,No,1,0,No,15,Verde,Ninguna,0,0
SIN-0157,POL-0042,ASE-0084,PRV-0037,VEH-0103,TVJ-8827,Vehículos,Volcadura,2024-02-06,2024-02-06,0,1278,-913,15924.11,15328.08,15328.08,6487.68,Pago Total,Guayaquil,El vehículo perdió el control en la vía Av. Carlos Julio Arosemena y volcó aparatosamente. No se identificaron otros vehículos involucrados. El accidente ocurrió aproximadamente a las 00:01 según el reporte policial.,Sí,No,1,1,No,7,Verde,Dinámica de accidente sospechosa (Volcadura),1,0
SIN-0158,POL-0105,ASE-0061,PRV-0056,,,Salud,Maternidad,2024-09-21,2024-09-23,2,745,-380,1551.53,1509.04,751.45,26399.12,Pago Parcial,Quito,Colisión frontal en la vía Av. 6 de Diciembre cuando el vehículo contrario invadió el carril. Se levantó el parte policial correspondiente y se tomaron fotografías del lugar.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0159,POL-0053,ASE-0013,PRV-0039,,,Vida,Enfermedades Graves,2023-09-16,2023-09-18,2,1193,-828,15587.04,12507.79,0.0,17780.3,Negativa,Quito,Siniestro ocurrido en la autopista Av. República. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,0,0,No,0,Verde,Ninguna,0,0
SIN-0160,POL-0203,ASE-0091,PRV-0013,VEH-0174,MST-6972,Vehículos,Robo,2024-01-09,2024-01-10,1,1008,-643,35387.27,37694.83,29087.13,10168.11,Pago Parcial,Latacunga,El vehículo fue robado en horas de la madrugada mientras se encontraba estacionado frente al domicilio del asegurado en Av. 24 de Mayo. Se realizó la denuncia en la UPC del sector.,Sí,No,0,3,No,24,Verde,Demora denuncia robo 24-48h | Alta frecuencia conductor en vehículo (3 siniestros) | Vehículo con múltiples siniestros,3,0
SIN-0161,POL-0152,ASE-0067,PRV-0020,,,Vida,Enfermedades Graves,2024-09-05,2024-09-07,2,1295,-930,22819.9,20138.78,11964.76,42974.55,Pago Parcial,Portoviejo,El vehículo asegurado fue impactado por la parte posterior mientras se encontraba detenido en el semáforo de la Av. Redondel Central. El conductor del vehículo causante se dio a la fuga sin identificarse.,Sí,No,1,0,No,13,Verde,Ninguna,0,0
SIN-0162,POL-0209,ASE-0142,PRV-0039,,,Salud,Cirugía,2024-02-25,2024-02-26,1,1061,-696,9461.46,10100.02,0.0,27323.71,Reserva,Cuenca,Paciente sometido a intervención quirúrgica por insuficiencia cardíaca. Procedimiento realizado sin complicaciones en el Hospital Hospital Metropolitano. Período de recuperación estimado: 4 días.,No,No,2,0,No,56,Amarillo,2 siniestros previos del asegurado | Documentos incompletos,2,1
SIN-0163,POL-0065,ASE-0158,PRV-0054,,,Generales,Daño Equipos,2023-03-04,2023-03-04,0,966,-601,40688.28,42432.8,0.0,43216.47,Reserva,Manta,Siniestro ocurrido en la autopista Calle Central. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,2,0,Sí,95,Rojo,2 siniestros previos del asegurado | ⚠️ Proveedor en Lista Restrictiva | Monto cercano a suma asegurada (>93%),3,1
SIN-0164,POL-0107,ASE-0131,PRV-0024,VEH-0237,KNT-1885,Vehículos,Pérdida Total,2024-12-29,2025-01-05,7,633,-268,40224.01,40371.59,0.0,21785.72,Liquidado,Quito,Accidente de tránsito en la vía Av. Occidental con impacto severo que ocasionó daños irreparables al vehículo. Los peritos determinaron pérdida total por superar el 75% del valor asegurado.,Sí,No,4,0,No,56,Amarillo,Demora denuncia robo >48h | Alta frecuencia reclamos asegurado (4 siniestros) | Reporte con demora moderada (7 días),3,0
SIN-0165,POL-0196,ASE-0185,PRV-0058,VEH-0349,YXC-6927,Vehículos,Choque,2023-12-17,2023-12-19,2,1392,-1027,5825.55,4805.46,1717.31,26032.66,Pago Parcial,Quito,Siniestro ocurrido en la autopista Av. 10 de Agosto. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,0,2,No,5,Verde,2 siniestros del mismo vehículo,1,0
SIN-0166,POL-0166,ASE-0102,PRV-0059,,,Generales,Daño Equipos,2023-08-05,2023-08-05,0,694,-329,2398.51,2103.85,0.0,38769.58,Cierre Sin Consecuencia,Cuenca,Siniestro ocurrido en la autopista Av. de Las Américas. El vehículo derrapó al esquivar un objeto en la vía causando impacto contra el guardarraíl lateral.,Sí,No,1,0,No,12,Verde,Ninguna,0,0
SIN-0167,POL-0250,ASE-0032,PRV-0047,,,Vida,Fallecimiento,2023-11-25,2023-12-03,8,1128,-763,11389.59,11310.86,3772.02,6827.23,Pago Parcial,Guayaquil,El asegurado indica que al intentar ingresar al parqueadero fue golpeado lateralmente por un vehículo que no respetó la preferencia de paso en la intersección de Av. Carlos Julio Arosemena.,Sí,No,6,0,No,44,Amarillo,Alta frecuencia reclamos asegurado (6 siniestros) | Reporte tardío (8 días),2,0
